"display_text"	""	""	""	"tissue type"	"response agent (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"target pathogen"	"vaccine year (influenza only)"	"exposure material (name)"	"exposure material (VO)"	"additional exposure material"	"comparison"	"baseline time"	"cohort"	"publication reference (PMID)"	"publication year"	"figure or table or text section containing signature"	"comment"	"Fuller et al. (2007) Transcriptome analysis of human immune responses following live vaccine strain (LVS) Francisella tularensis vaccination. Mol. Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694' target='_blank'>17349694</a>"	"cohort"	"min. age"	"max. age"	"age units"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"	"signature response agents file"	"complete signature response agents file"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"TLR4"	"gene expression"	"up"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"13"	"132"	"TLR4"	"hipciof_gene_17349694_132.txt"	"hipciof_gene_complete_17349694_132.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"TLR5"	"gene expression"	"up"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"13"	"132"	"TLR5"	"hipciof_gene_17349694_132.txt"	"hipciof_gene_complete_17349694_132.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"TLR6"	"gene expression"	"up"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"13"	"132"	"TLR6"	"hipciof_gene_17349694_132.txt"	"hipciof_gene_complete_17349694_132.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"TLR9"	"gene expression"	"up"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"13"	"132"	"TLR9"	"hipciof_gene_17349694_132.txt"	"hipciof_gene_complete_17349694_132.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"CARD8"	"gene expression"	"up"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"13"	"132"	"CARD8"	"hipciof_gene_17349694_132.txt"	"hipciof_gene_complete_17349694_132.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"CARD9"	"gene expression"	"up"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"13"	"132"	"CARD9"	"hipciof_gene_17349694_132.txt"	"hipciof_gene_complete_17349694_132.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"CARD10"	"gene expression"	"up"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"13"	"132"	"CARD10"	"hipciof_gene_17349694_132.txt"	"hipciof_gene_complete_17349694_132.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"IRAK2"	"gene expression"	"up"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"13"	"132"	"IRAK2"	"hipciof_gene_17349694_132.txt"	"hipciof_gene_complete_17349694_132.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"IRAK4"	"gene expression"	"up"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"13"	"132"	"IRAK4"	"hipciof_gene_17349694_132.txt"	"hipciof_gene_complete_17349694_132.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"MYD88"	"gene expression"	"up"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"13"	"132"	"MYD88"	"hipciof_gene_17349694_132.txt"	"hipciof_gene_complete_17349694_132.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"NOD1"	"gene expression"	"up"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"13"	"132"	"NOD1"	"hipciof_gene_17349694_132.txt"	"hipciof_gene_complete_17349694_132.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"NOD2"	"gene expression"	"up"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"13"	"132"	"NOD2"	"hipciof_gene_17349694_132.txt"	"hipciof_gene_complete_17349694_132.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"TIRAP"	"gene expression"	"up"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"13"	"132"	"TIRAP"	"hipciof_gene_17349694_132.txt"	"hipciof_gene_complete_17349694_132.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"TLR7"	"gene expression"	"up"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"13"	"132"	"TLR7"	"hipciof_gene_17349694_132.txt"	"hipciof_gene_complete_17349694_132.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"TLR8"	"gene expression"	"up"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"13"	"132"	"TLR8"	"hipciof_gene_17349694_132.txt"	"hipciof_gene_complete_17349694_132.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"TLR10"	"gene expression"	"up"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"13"	"132"	"TLR10"	"hipciof_gene_17349694_132.txt"	"hipciof_gene_complete_17349694_132.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"TRAF6"	"gene expression"	"up"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"13"	"132"	"TRAF6"	"hipciof_gene_17349694_132.txt"	"hipciof_gene_complete_17349694_132.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"B2M"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"B2M"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"CCR3"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"CCR3"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"CCR6"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"CCR6"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"CCR7"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"CCR7"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"CD1A"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"CD1A"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"CD1B"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"CD1B"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"CD44"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"CD44"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"CD58"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"CD58"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"CD68"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"CD68"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"CD74"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"CD74"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"CD80"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"CD80"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"CD81"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"CD81"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"CD83"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"CD83"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"CD209"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"CD209"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"DCSTAMP"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"DCSTAMP"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"FCGR2B"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"FCGR2B"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"CCL16"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"CCL16"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"ICAM1"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"ICAM1"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"ICOS"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"ICOS"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"LAMP3"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"LAMP3"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"CCL22"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"CCL22"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"CCL19"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"CCL19"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"CCL18"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"CCL18"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"SOD2"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"SOD2"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"TAP2"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"TAP2"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"HSP90B1"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"TRA1"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"CARD14"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"CARD14"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"IRAK1"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"IRAK1"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
""	"20070709-hipciof_gene_17349694"	"2007.07.09"	"hipciof_gene_19"	"peripheral blood mononuclear cell"	"IRAK1BP1"	"gene expression"	"down"	"none"	"14"	"Days"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (22-54)"	"17349694"	"2007"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"14"	"133"	"IRAK1BP1"	"hipciof_gene_17349694_133.txt"	"hipciof_gene_complete_17349694_133.txt"
